Under five mortality,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.87,447.83,447.76,447.64,447.47,447.22,446.91,446.52,446.07,445.54,444.95,444.28,443.54,442.74,441.86,440.93,439.95,438.93,437.89,436.84,435.79,434.74,433.69,432.64,431.59,430.54,429.48,428.43,427.38,426.33,425.28,424.23,423.18,422.13,421.08,420.03,418.98,417.92,416.87,415.82,414.77,413.72,412.67,411.62,410.57,409.52,408.47,407.41,406.36,405.31,404.26,403.21,393.7,384.34,374.03,365.07,356.25,353.1,348.86,343.13,335.97,328.47,319.64,,,,,,,,,,241.1,240.9,240.5,240.6,240.4,240.2,240.1,240.1,240.3,240.6,241.5,242.2,242.6,242.3,241.3,239.1,235.8,231.8,227.3,223,219.2,215.7,212.3,208.8,205,200.6,195.5,189.2,182.3,175.3,168.4,161.9,156.3,151.1,145.5,139.6,132.8,125.4,117.6,109.5,101.5,94,87,80.8,75.6,71.3,67.6,64.4
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.88,498.87,498.83,498.75,498.62,498.43,498.15,497.8,497.37,496.86,496.28,495.62,494.87,494.05,493.16,492.18,491.14,490.05,488.92,487.76,486.59,485.42,484.25,483.08,481.91,480.74,479.56,478.39,477.22,476.05,474.88,473.71,472.54,457.55,442.96,428.76,414.94,401.46,388.33,375.51,363,350.8,338.86,327.21,315.82,304.68,293.79,283.13,,,,,,,,,,120,114.9,109.5,104.1,98.7,93.6,88.6,84,79.7,75.9,72.5,69.4,66.7,64.4,62.3,60.5,59,57.7,56.7,55.9,55.3,54.9,54.4,54,53.4,52.5,51.3,49.8,48,46,44,42,40.2,38.4,36.9,35.6,34.3,33.1,32,31,30,29,28.1,27.4,26.8,26.4,25.9,25.5,25.1,24.8,24.4,24,23.6,23.3,23.1,23,23.1,23.2,23.4,23.6,23.7,23.8,23.8,23.6
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.04,420.04,420.04,420.04,420.04,420.04,414.89,409.79,404.69,399.7,394.71,389.77,384.88,379.99,375.2,370.41,368.01,364.49,362.15,358.63,355.13,352.82,349.37,347.07,343.64,340.25,344.77,349.37,353.98,357.45,362.15,366.84,371.61,375.2,379.99,384.88,377.6,370.41,364.49,357.45,350.52,343.64,336.86,331.26,324.61,318.04,323.5,330.15,335.73,341.38,348.22,353.98,359.8,366.84,372.81,378.8,382.44,,,,,,,,,,354.43,362.47,636.6,225.92,218.46,225.92,281.07,299.15,294.24,277.76,265.2,261.86,311.11,240.93,288.06,319.17,298.72,263.01,264.8,288.08,287.66,225.92,231.76,234.5,238.37,269.39,293.76,241.35,228.75,202.52,215.98,199.56,207.96,240.99,269.6,256.28,214.76,212.26,201.26,216.25,204.98,194.59,207.28,185,191.21,182.86,173.54,175.2,166.76,167.87,176.74,191.82,214.47,225,180.44,140.25,145.4,144.82,157.32,121.74,120.11,139.53,122.2,138.56,106.36,102.75,100.12,106.63,107.69,94.3,93.77,95.45,93.4,99.49,114.5,91.25,75.67,79.01,103.53,98.66,75.67,75.48,64.35,57.57,50.96,42,40.5,38.9,37.3,35.7,34,32.3,30.4,28.6,26.8,25.2,23.8,22.5,21.3,20.2,19.2,18.4,17.6,16.8,16.1,15.4,14.6,13.8,13.1,12.3,11.4,10.6,9.9,9.2,8.7,8.2,7.9,7.6,7.4,7.3,7.3,7.2,7.1,6.9,6.7,6.4,6.1,5.8,5.5,5.2,4.9,4.7,4.6,4.4,4.3,4.2,4.1,4,3.9,3.8,3.6,3.5,3.3,3.2,3,2.9,2.7,2.6
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.34,407.24,400.95,395.95,390.99,384.88,379.99,,,,,,,,,,273.21,283.46,293.69,312.23,284.84,287.32,309.36,289.22,305.64,305.66,303.66,284.46,312.83,284.31,282.91,283.54,297.95,286.52,338.03,277.27,259.08,274.1,286.52,268.01,260.74,262.52,270.09,268.87,251.89,236.87,271.56,258.15,264.83,301.09,238.14,262.06,265.08,244.45,298,278.66,268.57,285.45,282.45,347.28,243.26,291.09,258.3,275.21,264.87,283.25,253.28,263.45,288.41,273.62,300.31,343.93,254.87,266.96,241.74,245.72,240.4,237.05,249.49,235.4,257,244.14,248.36,247.89,259.99,240.22,250.02,242.63,241.77,229.48,250.64,235.51,250.17,249,226.33,228.19,203.2,206.97,228.46,234.25,223.98,206.61,196.56,194.43,201.66,190.65,200.04,183.96,181.58,167.46,160.14,204.31,156.98,162.99,155.07,165.93,164.24,181,221.65,177.78,167.82,155.23,119.11,133.98,118.87,127.48,134.21,117.98,126.6,130.23,109.43,104.69,106.23,100.37,97.73,91.85,92.38,89.81,89.52,85.66,115.35,94.15,96.55,101.15,105,136.31,97.32,82.75,65.1,70.16,57.2,53.4,49.8,46.3,43.1,40.2,37.4,34.8,32.4,30.3,28.5,27,25.7,24.5,23.4,22.3,21.4,20.6,19.9,19.1,18.2,17.4,16.6,15.9,15.4,15,14.5,13.9,13.3,12.8,12.4,11.9,11.5,11.1,10.7,10.3,10.1,9.8,9.6,9.3,9,8.6,8.1,7.6,7,6.5,6.1,5.8,5.6,5.5,5.4,5.3,5.1,4.9,4.7,4.6,4.5,4.4,4.3,4.3,4.2,4.2,4.2,4.2
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.78,435.75,435.68,435.57,435.39,435.16,434.85,434.47,434.03,433.52,432.94,432.29,431.58,430.79,429.94,429.03,428.08,427.09,426.08,425.05,424.03,423.01,421.99,420.96,419.94,418.92,417.9,416.87,415.85,414.83,413.81,412.78,411.76,410.74,409.72,408.69,407.67,406.65,405.62,404.6,403.58,402.56,401.53,400.51,399.49,398.47,397.44,396.42,395.4,394.38,393.35,392.33,378.33,365.85,352.56,339.62,326.99,324.05,316.97,310.61,304.94,298.93,293.61,287.96,281.98,276.11,270.28,264.5,257.02,249.62,240.64,231.8,221.52,211.47,202.71,,,,,,,,,,124.4,120.3,116.3,112.4,108.8,105.5,102.6,100,97.9,96.1,94.7,93.6,92.7,91.8,90.9,90.1,89.3,88.4,87.7,87,86.3,85.4,84.6,83.4,82,80.3,78.4,76.4,74.2,71.7,68.7,66.1,63.5,60.6,57.8,56.1
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.19,460.16,460.09,459.97,459.79,459.53,459.21,458.81,458.35,457.81,457.19,456.51,455.75,454.93,454.03,453.07,452.06,451.01,449.95,448.87,447.79,446.71,445.63,444.55,443.47,442.39,441.31,440.23,439.15,438.07,436.99,435.91,434.83,433.75,432.67,431.59,430.51,429.43,428.35,427.27,426.19,425.11,424.03,422.95,421.87,420.79,419.71,418.63,417.55,416.47,415.39,414.31,410.72,,,,,,,,,,390,383.2,375.9,369.1,362.8,356.1,349.9,343.9,338.3,332.2,326.3,320.5,314.4,308.4,302.2,295.9,289.3,282.6,276.2,269.5,262.9,256.2,249.8,243.6,237.3,230.9,224.2,217.3,210.2,203.1,196,189.1,182.4,176,169.8,163.7,158.1,152.6,147.3,142.2,137.3,132.5,127.8,123.4,119,114.6,110.3,106.2,102.2,98.4,94.6,91.1,87.8,84.6,81.7,79,76.4,73.8
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.48,,,,,,,,,,,,,,,,,,,,124.17,122.48,119.5,116.38,113.17,109.86,106.45,102.99,99.45,95.98,92.01,,,,,,,,,,,,,,,68.1,65.7,63.5,61.4,59.4,57.6,55.8,54.1,52.7,51.3,50.2,49.4,48.7,48.2,47.7,47.3,46.9,46.4,45.8,45,44.1,42.9,41.5,39.7,37.8,35.7,33.5,31.2,28.9,26.7,24.6,22.6,20.8,19.2,17.7,16.4,15.1,14,13.1
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,,,,,,,,,,474.2,490.44,482.32,462.84,485.57,487.2,516.43,466.08,466.08,469.33,516.43,464.46,506.68,462.84,482.32,466.08,483.95,462.84,472.58,462.84,410.94,498.56,469.33,526.17,422.24,,,483.95,482.32,539.16,488.82,506.68,498.56,475.83,483.95,535.92,488.82,498.56,482.32,393.18,370.54,365.73,367.32,354.43,389.96,364.1,370.54,377.02,381.88,367.32,381.88,352.81,354.43,367.32,367.32,356.05,373.78,364.1,356.05,373.78,338.26,360.86,341.52,351.19,372.17,336.63,297.52,331.76,318.75,333.4,300.8,286.02,289.32,276.23,263.54,312.26,236.99,244.31,266.83,238.82,224.05,240.65,256.73,233.32,207.23,212.85,205.35,207.23,164.08,158.51,152.95,143.79,129.42,143.79,122.37,118.9,112,108.59,90.4,147.43,90.4,87.19,81.22,100.18,87.19,,,,,,,,,,,,,,,,,,,,42.74,,,,,,,29.2,27.1,26.4,25.7,24.9,24,23.1,22,20.8,19.6,18.3,17.1,16,15,14.1,13.2,12.5,11.8,11.1,10.6,10,9.5,9,8.5,8,7.6,7.2,6.8,6.5,6.2,5.9,5.7,5.5,5.4,5.2,5.1,5,4.9,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.36,471.33,471.25,471.13,470.95,470.69,470.36,469.95,469.47,468.92,468.29,467.59,466.82,465.97,465.05,464.06,463.03,461.96,460.87,459.76,458.66,457.55,456.44,455.34,454.23,453.12,452.02,450.91,449.81,448.7,447.59,446.49,438.79,431.12,422.36,414.94,407.67,400.46,392.18,385.19,378.32,371.52,363.68,357.09,350.58,344.16,336.72,,,,,,,,,,256.1,249.9,243.8,238.3,233,228.2,223.7,219.4,215.9,212.8,210.3,208.3,206.7,205.8,205.1,204.4,204.1,203.7,203.2,202.3,201.1,199.4,197.1,193.9,190,185.5,180.9,176.5,172.6,169.7,167.7,166,164.4,162.3,159.3,155.3,150.4,144.8,139,133.3,128.2,123.9,120.5,117.8,115.8,114,112.1,110,107.4,104.5,101.3,98,94.9,92.2,90.1,88.3,87,86,85.2,84.2,83.2,81.7,80.2,78.4
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,359.8,358.63,357.45,356.28,355.13,353.98,352.82,350.52,349.37,348.22,345.92,344.77,342.51,341.38,339.12,336.86,334.59,333.44,331.17,328.87,326.53,324.14,321.7,319.25,316.76,314.22,312.72,310.1,308.5,305.83,302.07,299.33,295.52,291.75,,,,,,,,,,93.6,117.16,134.77,145.6,131.19,105.2,149.27,138.36,169.68,147.43,212.85,192.21,192.21,171.55,173.43,175.3,190.33,147.43,182.81,145.6,,,,,,,,,53.96,44.11,56.87,62.78,58.34,63.2,59.9,59.7,59.1,58.3,57.1,55.8,54.3,52.7,51.1,49.4,47.7,46.2,44.6,42.7,40.1,37.5,35.4,34.1,33.2,32.4,31.4,30.1,28.6,26.8,25.1,23.4,21.9,20.6,19.5,18.4,17.4,16.4,15.3,14.3,13.3,12.5,11.9,11.4,10.9,10.5,10.1,9.7,9.3,8.8,8.3,7.8,7.3,6.8,6.3,5.9,5.5,5.2,5,4.9,4.8,4.7,4.6,4.5,4.4
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8,154.18,149.38,145.21,140.19,135.79,131.29,126.71,122.05,118.15,113.68,109.93,106.23,102.6,99.02,95.49,92.02,89.12,85.86,83.28,80.85,78.05,75.9,73.88,72.33,,,,,,,,,,25.8,25.3,24.8,24.2,23.6,23,22.2,21.4,20.6,19.9,19.1,18.4,17.8,17.2,16.7,16.3,15.9,15.5,15.2,14.9,14.6,14.4,14.1,13.8,13.5,13.2,12.8,12.5,12.2,11.8
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.35,503.31,503.23,503.1,502.9,502.63,502.27,501.84,501.33,500.74,500.07,499.32,498.49,497.59,496.6,495.55,494.45,493.31,492.14,490.96,489.78,488.6,487.42,486.23,485.05,483.87,482.69,481.51,480.33,479.15,477.97,476.78,475.6,474.42,473.24,472.06,470.88,469.7,468.52,467.34,466.15,454.06,443.55,431.93,421.87,410.76,399.88,385.65,371.8,358.32,345.19,332.39,319.91,307.75,,,,,,,,,,237,231.9,226.7,221.8,217,212.3,207.7,203.2,198.7,194.1,189.4,184.5,179.5,174.2,168.8,163.5,158.3,153.1,148,143,138.1,133.3,128.5,123.8,119.2,114.6,110.1,105.7,101.3,97,92.7,88.6,84.5,80.6,76.8,73.1,69.6,66.3,63.2,60.4,57.7,55.2,52.9,50.7,48.7,46.7,44.9,43.1,41.4,39.8,38.2,36.9,35.7,34.5,33.2,32.1,31
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6,450.6,450.6,450.6,450.6,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,442.46,442.46,442.46,442.46,442.46,442.46,442.46,442.46,442.46,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,437.13,437.13,437.11,437.08,437.01,436.9,436.73,436.49,436.18,435.8,434.03,433.52,432.94,432.29,431.58,430.79,429.94,429.03,428.08,427.09,424.77,423.75,422.74,421.72,420.7,419.68,418.66,417.64,416.62,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.19,405.18,402.92,401.9,400.89,399.88,398.86,397.85,396.84,395.82,394.81,393.8,391.57,390.56,389.55,388.54,387.53,383.01,378.51,374.03,369.62,362.2,362.2,362.1,361.7,361,360.1,358.9,357.7,356,354.1,352.2,350.1,347.9,345.6,342.8,340.2,337.5,334.8,331.9,328.8,325.8,322.6,319.3,316,312.4,308.7,304.6,300.2,295.6,290.8,285.9,281.1,276.3,271.8,267.1,262.5,257.8,253,248.2,243,237.6,231.9,225.6,219.1,212.4,205.6,198.6,191.7,184.7,177.5,170.2,162.9,155.8,149,142.8,136.9,131.4,126.2,121.3,116.7,112.2,108.1,104.4,100.7
