"","wages","education","age","sex","language"
"4710",9.9,12,20,"Female","English"
"4711",NA,8,38,"Male","Other"
"4712",NA,17,45,"Male","Other"
"4713",7.18,NA,27,"Male","English"
"4714",NA,11,62,"Male","English"
"4715",NA,11,70,"Female","English"
"4716",6.68,10,44,"Female","English"
"4717",NA,9,51,"Male","English"
"4718",15.36,12.5,58,"Female","English"
"4719",NA,10,69,"Female","English"
"4720",25,13.5,47,"Male","English"
"4721",23.1,18,34,"Male","English"
"4722",19.2,20,42,"Female","English"
"4723",14,12,36,"Male","English"
"4724",NA,17,71,"Female","English"
"4725",18.64,12.5,50,"Female","English"
"4726",NA,18,25,"Male","English"
"4727",NA,NA,36,"Female","English"
"4728",25,12,40,"Male","English"
"4729",16.25,9,35,"Male","French"
"4730",18.12,15,35,"Female","English"
"4731",NA,8,66,"Male","English"
"4732",NA,7,76,"Female","Other"
"4733",25.34,16,31,"Male","English"
"4734",14.85,12,39,"Female","English"
"4735",NA,14,32,"Male","Other"
"4736",NA,13.4,31,"Male","English"
"4737",NA,NA,57,"Male",NA
"4738",NA,12,37,"Male","English"
"4739",14.63,18,63,"Male","English"
"4740",9,14,21,"Male","English"
"4741",6.5,15.5,20,"Female","English"
"4742",NA,14,34,"Male","English"
"4743",6.75,13.7,18,"Female","Other"
"4744",NA,13,41,"Male","Other"
"4745",NA,5,75,"Male","Other"
"4746",NA,13,21,"Female","English"
"4747",11.17,14,32,"Female","English"
"4748",6.5,10,17,"Female","English"
"4749",NA,3,81,"Female","French"
"4750",NA,14,48,"Male","English"
"4751",42.88,20,41,"Female","English"
"4752",NA,12.5,68,"Female","English"
"4753",16.3,12,39,"Male","English"
"4754",24.69,NA,49,"Male","English"
"4755",18.2,12,35,"Male","English"
"4756",NA,11.9,23,"Female","English"
"4757",15.33,20,26,"Male","English"
"4758",NA,8,75,"Male","English"
"4759",21.88,12.5,38,"Female","English"
"4760",NA,5,73,"Female","Other"
"4761",21.5,11,42,"Female","English"
"4762",17.01,12,44,"Female","English"
"4763",14.51,14,35,"Female","English"
"4764",NA,10,70,"Female","English"
"4765",NA,4,71,"Male","Other"
"4766",NA,12,65,"Female","Other"
"4767",7,NA,16,"Male",NA
"4768",22.4,12.3,35,"Male","English"
"4769",NA,10,34,"Female","English"
"4770",11.86,16,23,"Female","English"
"4771",NA,14,39,"Male","English"
"4772",7.5,12,25,"Female","English"
"4773",20,16,35,"Female","Other"
"4774",10.08,11,28,"Female","French"
"4775",NA,11,67,"Male","English"
"4776",NA,12,50,"Male","English"
"4777",NA,12,40,"Female","English"
"4778",NA,10.7,37,"Female","French"
"4779",10,13,48,"Female","Other"
"4780",NA,12,51,"Male","English"
"4781",NA,9,74,"Male","English"
"4782",NA,11,62,"Female","English"
"4783",18.02,14,45,"Male","English"
"4784",NA,15,18,"Female","English"
"4785",16.58,12,34,"Female","English"
"4786",7.18,11,17,"Male","English"
"4787",14.95,10.5,54,"Male","Other"
"4788",NA,12,66,"Female","French"
"4789",19.18,18,30,"Male","English"
"4790",NA,NA,16,"Female",NA
"4791",8,12.1,20,"Male","English"
"4792",17.72,12,32,"Female","English"
"4793",NA,9,16,"Male","Other"
"4794",NA,17,42,"Male","English"
"4795",11.44,12,20,"Male","English"
"4796",NA,14,63,"Female","Other"
"4797",NA,9,68,"Male","Other"
"4798",7,13,50,"Female","English"
"4799",21.94,20,56,"Female","Other"
"4800",8.14,8,28,"Male","Other"
"4801",12,13.5,39,"Female","English"
"4802",23.5,16,25,"Male","English"
"4803",NA,12,79,"Female","Other"
"4804",NA,10.5,63,"Female","English"
"4805",NA,8,45,"Male","English"
"4806",11.85,11.3,23,"Male","English"
"4807",24.4,18,45,"Male","English"
"4808",14.61,12,44,"Female","English"
"4809",8.65,12.1,27,"Female","English"
"4810",13.82,11,40,"Female","English"
"4811",10.96,10.5,41,"Female","Other"
"4812",9.5,9,24,"Female","English"
"4813",16.53,12.5,45,"Female","French"
"4814",11.11,12,37,"Male","English"
"4815",NA,10,87,"Female","English"
"4816",24.93,16,49,"Female","Other"
"4817",26.4,15,38,"Male","English"
"4818",32.91,14,35,"Male","English"
"4819",NA,10,61,"Female","English"
"4820",7.35,10,52,"Female","English"
"4821",NA,7,70,"Female","Other"
"4822",NA,NA,86,"Female","English"
"4823",11.5,11,29,"Female","English"
"4824",15,18,22,"Female","English"
"4825",22.65,8,52,"Male","French"
"4826",NA,13,39,"Male","English"
"4827",28.8,14,57,"Male","English"
"4828",6.89,16.1,40,"Female","English"
"4829",15.83,17,25,"Male","English"
"4830",12,NA,44,"Female",NA
"4831",24.54,8.2,58,"Male","Other"
"4832",22.02,13.5,34,"Female","English"
"4833",22.02,12,61,"Male","English"
"4834",9,14,48,"Male","English"
"4835",9.85,12,35,"Male","English"
"4836",9.06,12,18,"Female","English"
"4837",13.33,12,28,"Male","English"
"4838",NA,9,64,"Female","English"
"4839",23.04,13,30,"Male","English"
"4840",9.49,13,20,"Male","English"
"4841",24,17,60,"Female","English"
"4842",NA,10,76,"Male","English"
"4843",NA,11,45,"Male","French"
"4844",NA,12,31,"Female","Other"
"4845",35.66,17,52,"Male","English"
"4846",NA,8,73,"Male","French"
"4847",NA,12,51,"Male","English"
"4848",NA,14,66,"Female","Other"
"4849",NA,8,63,"Male","English"
"4850",NA,NA,42,"Male","English"
"4851",12,16.5,23,"Female","French"
"4852",NA,8,52,"Female","Other"
"4853",16.8,8,56,"Male","Other"
"4854",7.1,11,17,"Female","English"
"4855",NA,14,51,"Female","Other"
"4856",NA,14,50,"Male","Other"
"4857",NA,NA,17,"Male","English"
"4858",6.05,15.5,22,"Female","English"
"4859",12,10,32,"Female","English"
"4860",38.4,15,42,"Female","English"
"4861",24.59,14.1,41,"Female","French"
"4862",NA,10,77,"Female","English"
"4863",NA,16,32,"Male","English"
"4864",NA,NA,68,"Female","English"
"4865",NA,9,87,"Female","Other"
"4866",NA,11,54,"Female","English"
"4867",24.44,13.3,37,"Female","English"
"4868",10.84,16.6,22,"Male","English"
"4869",12.5,11.5,23,"Male","English"
"4870",NA,7,63,"Female","English"
"4871",NA,17,38,"Female","English"
"4872",16.46,12,58,"Female","English"
"4873",18.24,14,44,"Male","English"
"4874",NA,13.5,27,"Female","Other"
"4875",12.53,12,43,"Female","English"
"4876",7.67,8,60,"Female","English"
"4877",NA,17,61,"Female","English"
"4878",NA,20,53,"Male","French"
"4879",13.2,12,61,"Female","Other"
"4880",NA,5,57,"Male","Other"
"4881",15.36,NA,28,"Female","English"
"4882",10.24,10,63,"Female","English"
"4883",21,13,49,"Male","English"
"4884",NA,10,16,"Male","English"
"4885",NA,13,46,"Male","Other"
"4886",8.7,10.6,29,"Female","English"
"4887",17.23,12.5,52,"Female","French"
"4888",NA,13,67,"Female","English"
"4889",7.75,13.6,20,"Male","English"
"4890",NA,7,47,"Female","English"
"4891",24.06,17,40,"Male","English"
"4892",7.62,12.1,18,"Female","English"
"4893",6.7,11,17,"Male","English"
"4894",NA,8,60,"Female","English"
"4895",30.17,15,41,"Male","English"
"4896",NA,15,41,"Female","French"
"4897",29.6,14,32,"Male",NA
"4898",3.82,11,17,"Male","English"
"4899",NA,12,26,"Female","English"
"4900",7.63,11,17,"Female","English"
"4901",NA,12,17,"Male","English"
"4902",42.61,16,41,"Male","English"
"4903",NA,9,59,"Male","English"
"4904",16.79,12,34,"Female","English"
"4905",6.2,10,16,"Female","English"
"4906",NA,15,44,"Male","Other"
"4907",NA,12,74,"Female","English"
"4908",NA,8,68,"Male","English"
"4909",7,16,23,"Female","English"
"4910",17.4,10,47,"Female","English"
"4911",7,12,18,"Female","English"
"4912",NA,15,77,"Female","English"
"4913",8.5,12,31,"Female","English"
"4914",22.66,16,26,"Male","English"
"4915",10,10,35,"Male","English"
"4916",18.68,13,40,"Female","English"
"4917",23.04,13,43,"Male","English"
"4918",6.7,14.6,47,"Female","English"
"4919",9.61,10.1,23,"Female","English"
"4920",NA,10,59,"Male","English"
"4921",NA,16,61,"Male","Other"
"4922",NA,13,65,"Female","English"
"4923",NA,12,18,"Female","English"
"4924",11.64,14,20,"Female","English"
"4925",27.84,NA,33,"Male","English"
"4926",NA,7,57,"Male","French"
"4927",NA,12,60,"Male","English"
"4928",26,18,33,"Male","English"
"4929",NA,5,61,"Female","Other"
"4930",15,12,39,"Female","English"
"4931",29.95,20,56,"Male","Other"
"4932",6.7,9.4,17,"Female","English"
"4933",NA,6,79,"Female","English"
"4934",6.8,15,26,"Male","English"
"4935",NA,4,60,"Female","Other"
"4936",NA,11.5,79,"Female","English"
"4937",NA,13,64,"Female","English"
"4938",NA,10,74,"Female","English"
"4939",15.3,14,26,"Female","French"
"4940",NA,11,52,"Female","English"
"4941",8,11,44,"Female","English"
"4942",10,8,44,"Female","English"
"4943",6.42,14,20,"Female","English"
"4944",30.31,17.5,43,"Male","French"
"4945",12,10,43,"Female","Other"
"4946",NA,11,80,"Female","English"
"4947",NA,5,63,"Male","English"
"4948",NA,9,32,"Female","English"
"4949",NA,12.5,42,"Female","Other"
"4950",NA,12,75,"Female","English"
"4951",18,12,31,"Female","Other"
"4952",13,12,33,"Male","English"
"4953",7,12,26,"Male","English"
"4954",6.65,11,18,"Female","English"
"4955",NA,11,67,"Female","English"
"4956",NA,8,84,"Female","English"
"4957",17.41,16,38,"Female","English"
"4958",10.16,15,35,"Female","English"
"4959",21.66,13.2,28,"Male","Other"
"4960",9.85,16,39,"Female","English"
"4961",NA,9,82,"Female","English"
"4962",NA,8,37,"Female","Other"
"4963",13.45,10,44,"Female","French"
"4964",14.53,12,28,"Male","English"
"4965",NA,9,70,"Female","French"
"4966",17.66,14,50,"Female","English"
"4967",26.4,15,38,"Female","English"
"4968",6.42,13.3,19,"Female","French"
"4969",NA,12,17,"Female","English"
"4970",24.96,12,42,"Male","English"
"4971",23.04,12,52,"Male","English"
"4972",13.92,12,56,"Female","English"
"4973",13.75,10,48,"Male","Other"
"4974",NA,12,22,"Male","English"
"4975",NA,14,65,"Female","English"
"4976",NA,11,40,"Female","Other"
"4977",NA,10,70,"Female","English"
"4978",NA,9,67,"Female","English"
"4979",NA,9,51,"Female","English"
"4980",12.15,13,46,"Female","English"
"4981",NA,8,45,"Female","English"
"4982",NA,15,78,"Female","English"
"4983",NA,12,19,"Male","English"
"4984",NA,9,67,"Female","English"
"4985",8.37,11,22,"Female","English"
"4986",21.6,15.8,40,"Male","English"
"4987",16.1,13,29,"Male","English"
"4988",NA,9,58,"Female","Other"
"4989",35.09,4,51,"Male","Other"
"4990",NA,11,62,"Male","English"
"4991",NA,13,78,"Female","English"
"4992",28.8,16,36,"Female","Other"
"4993",NA,15,85,"Female","English"
"4994",38.4,17,37,"Female","English"
"4995",NA,9,75,"Female","English"
"4996",17.33,15,55,"Female","Other"
"4997",7.7,16,21,"Male","English"
"4998",18.02,10,40,"Male","English"
"4999",32.03,15,41,"Female","English"
"5000",NA,8,77,"Male","English"
"5001",NA,13,19,"Female","Other"
"5002",NA,12.5,25,"Female","English"
"5003",6.59,13,19,"Female","English"
"5004",11.2,16,32,"Male","English"
"5005",NA,15,25,"Female","English"
"5006",14.8,15.7,42,"Female","Other"
"5007",14,11,62,"Female","English"
"5008",NA,12.5,73,"Female","English"
"5009",NA,12,68,"Male","English"
"5010",23.34,13,44,"Male","English"
"5011",10,NA,58,"Male","Other"
"5012",NA,10,47,"Female","English"
"5013",NA,7,61,"Female","English"
"5014",NA,20,79,"Female","English"
"5015",8.87,14.5,51,"Male","English"
"5016",21.67,14,27,"Male","English"
"5017",14.27,12,50,"Female","English"
"5018",NA,9,57,"Male","English"
"5019",NA,12,35,"Female","English"
"5020",NA,NA,16,"Male",NA
"5021",18.02,14.2,34,"Female","English"
"5022",NA,8,48,"Female","English"
"5023",NA,12,33,"Male","Other"
"5024",NA,13,60,"Female","English"
"5025",NA,13,75,"Female","English"
"5026",NA,3,19,"Male","English"
"5027",NA,7,49,"Female","English"
"5028",NA,17.6,31,"Male","English"
"5029",NA,13,76,"Male","English"
"5030",NA,12,70,"Female","English"
"5031",NA,12,21,"Female","Other"
"5032",5.92,10,55,"Female","English"
"5033",12.66,12.5,50,"Male","English"
"5034",NA,0,81,"Female","English"
"5035",NA,12,31,"Female","Other"
"5036",NA,16,55,"Male","English"
"5037",NA,10,68,"Male","English"
"5038",NA,11,69,"Male","English"
"5039",7.25,0,43,"Female","Other"
"5040",NA,11,57,"Female","English"
"5041",NA,11,63,"Female","English"
"5042",13.75,13.3,35,"Female","English"
"5043",NA,9,47,"Female","English"
"5044",10.78,11,46,"Male","English"
"5045",NA,11.5,40,"Female","English"
"5046",19,10.5,40,"Male","English"
"5047",12,13,51,"Female","English"
"5048",18.24,20,36,"Male","English"
"5049",NA,12,39,"Female","Other"
"5050",NA,15,22,"Male","English"
"5051",NA,11,17,"Male","English"
"5052",10,9,20,"Male","Other"
"5053",24,14,32,"Male","English"
"5054",9.79,14,23,"Female","English"
"5055",NA,12,80,"Female","Other"
"5056",NA,10,73,"Male","English"
"5057",NA,8,72,"Female","Other"
"5058",30.08,13.5,51,"Female","English"
"5059",23.97,12,55,"Male","English"
"5060",NA,11,69,"Male","English"
"5061",12,16,49,"Male","English"
"5062",15.75,17,33,"Male","English"
"5063",9,11,35,"Male","English"
"5064",NA,12,36,"Female","Other"
"5065",14.4,10,32,"Male","English"
"5066",NA,12,83,"Male","English"
"5067",19,10,61,"Male","English"
"5068",NA,10,58,"Male","English"
"5069",18.02,17.3,27,"Female","English"
"5070",7.5,10.5,51,"Female","English"
"5071",11.86,12.5,29,"Male","Other"
"5072",NA,14,81,"Female","English"
"5073",9.86,14.5,23,"Male","English"
"5074",NA,12,51,"Male","English"
"5075",18.39,9,56,"Male","English"
"5076",6.66,17,25,"Female","English"
"5077",26.78,17,36,"Female","English"
"5078",14.09,16.3,26,"Female","English"
"5079",NA,2,74,"Female","Other"
"5080",24.7,14.3,35,"Male","English"
"5081",NA,13,51,"Male","English"
"5082",NA,16,49,"Male","English"
"5083",28.8,16,61,"Male","English"
"5084",6.85,10,16,"Male","English"
"5085",27.84,17,37,"Female","English"
"5086",NA,9,78,"Female","English"
"5087",15.12,15,28,"Female","English"
"5088",NA,11,62,"Male","English"
"5089",6.5,NA,17,"Male",NA
"5090",NA,10,52,"Female","French"
"5091",NA,12,34,"Male","English"
"5092",27.67,13.5,47,"Female","English"
"5093",NA,15,37,"Female","Other"
"5094",NA,8.5,70,"Male","English"
"5095",16.78,12.5,27,"Male","English"
"5096",9.33,9,39,"Male","English"
"5097",NA,13,69,"Female","English"
"5098",10,10,40,"Male","French"
"5099",NA,NA,49,"Female",NA
"5100",12.86,12,54,"Female","English"
"5101",14,12,57,"Female","English"
"5102",NA,11,71,"Female","English"
"5103",NA,7,68,"Female","English"
"5104",9.19,12,38,"Female","English"
"5105",20.16,12.6,38,"Female","English"
"5106",25.95,19,60,"Female","Other"
"5107",7.5,13,20,"Male","English"
"5108",31.68,17,54,"Male","Other"
"5109",NA,8,60,"Male","English"
"5110",15,16,26,"Female","English"
"5111",NA,13,71,"Female","English"
"5112",13.37,NA,49,"Male","Other"
"5113",20.53,8,48,"Female","English"
"5114",17.4,12,36,"Male","Other"
"5115",39.5,20,48,"Male","English"
"5116",17.99,11,43,"Female","English"
"5117",NA,15,69,"Female","Other"
"5118",NA,10,66,"Female","English"
"5119",13.71,12,48,"Female","English"
"5120",12.8,10.4,27,"Female","English"
"5121",16.97,14,35,"Female","English"
"5122",21.78,16,38,"Female","English"
"5123",19.2,19.3,28,"Female","Other"
"5124",NA,8,61,"Male","English"
"5125",29.24,17,27,"Male","English"
"5126",13.44,10,54,"Male","English"
"5127",21.39,16,39,"Male","English"
"5128",31.1,10,36,"Male","English"
"5129",NA,12,55,"Female","French"
"5130",18.94,NA,38,"Female","English"
"5131",NA,10.5,86,"Female","English"
"5132",40.8,16.5,50,"Male","English"
"5133",8.12,18.1,25,"Female","French"
"5134",NA,15.5,24,"Male","English"
"5135",NA,13,21,"Female","English"
"5136",5.98,14.5,22,"Female","English"
"5137",12.93,10,54,"Female","English"
"5138",NA,14,19,"Female","English"
"5139",NA,14,33,"Male","Other"
"5140",19.26,8,25,"Male","English"
"5141",9.46,12,17,"Female","English"
"5142",NA,8,48,"Female","English"
"5143",NA,NA,27,"Female","English"
"5144",NA,12,29,"Male","English"
"5145",NA,8.5,72,"Male","Other"
"5146",5.5,13,19,"Female","English"
"5147",16.69,15,50,"Male","French"
"5148",24.17,9,44,"Male","English"
"5149",NA,18,39,"Female","French"
"5150",7,12,18,"Male","English"
"5151",21.93,17,51,"Male","English"
"5152",12.42,17.1,32,"Male","English"
"5153",NA,16,72,"Female","English"
"5154",NA,11,70,"Female","English"
"5155",12,10,36,"Female","French"
"5156",NA,8,68,"Female","Other"
"5157",18.24,12.5,40,"Male","English"
"5158",NA,NA,93,"Female","Other"
"5159",NA,9,71,"Male",NA
"5160",6.7,14,20,"Female","French"
"5161",3.13,20,60,"Male","French"
"5162",22.47,12,39,"Male","English"
"5163",6,10,17,"Male","English"
"5164",37.46,NA,49,"Male","English"
"5165",12,11,19,"Male","English"
"5166",NA,14,44,"Male","French"
"5167",14.66,12.6,30,"Male","French"
"5168",NA,12,40,"Female","English"
"5169",NA,NA,62,"Male",NA
"5170",11.17,11,26,"Male","English"
"5171",3.83,11.8,17,"Male","English"
"5172",11,3,60,"Female","Other"
"5173",NA,10,16,"Female","English"
"5174",14,7.3,34,"Male","English"
"5175",10.3,10,58,"Male","English"
"5176",NA,14.1,23,"Female","English"
"5177",6.98,15.5,21,"Female","English"
"5178",10.34,9.5,48,"Female","English"
"5179",23.2,20,26,"Male","Other"
"5180",NA,16,29,"Female","English"
"5181",5.83,12,35,"Female","English"
"5182",6.7,12,30,"Female","English"
"5183",13.06,12,38,"Male","English"
"5184",25,10,38,"Male","French"
"5185",24.94,16,38,"Female","English"
"5186",NA,15,21,"Female","English"
"5187",6.92,17,22,"Female","English"
"5188",NA,10,16,"Female","English"
"5189",24.36,5,61,"Female","Other"
"5190",9.71,17.9,29,"Female","English"
"5191",10,9.8,27,"Male","Other"
"5192",NA,8,72,"Female","Other"
"5193",6.7,14.6,35,"Male","French"
"5194",10.51,12.5,46,"Female","English"
"5195",8,12.5,37,"Female","English"
"5196",NA,13.8,47,"Female","English"
"5197",25.92,20,53,"Male","Other"
"5198",NA,9,45,"Female","English"
"5199",7.53,12,21,"Male","English"
"5200",NA,14,22,"Male","English"
"5201",9,7,33,"Female","Other"
"5202",7.56,13.5,24,"Female","English"
"5203",NA,12,67,"Female",NA
"5204",7,8,47,"Male","English"
"5205",18.95,17,27,"Male","English"
"5206",16.38,13,42,"Female","English"
"5207",29.67,17.5,32,"Male","English"
"5208",NA,13,52,"Female","French"
"5209",22.5,18,35,"Male","English"
"5210",8.01,11,18,"Female","English"
"5211",9.16,13,28,"Female","English"
"5212",NA,10,54,"Male","English"
"5213",17.5,13,39,"Male","English"
"5214",NA,7,82,"Male","Other"
"5215",NA,NA,79,"Male","English"
"5216",NA,8,22,"Female","English"
"5217",NA,13,19,"Male","English"
"5218",NA,11,70,"Male","Other"
"5219",10.45,NA,57,"Female",NA
"5220",NA,12,46,"Female","Other"
"5221",7,18.8,27,"Male","English"
"5222",25.03,19,55,"Male","English"
"5223",10.81,12,46,"Male","English"
"5224",17.06,10.5,45,"Female","English"
"5225",17.59,14,44,"Female","English"
"5226",17.52,12,31,"Male","English"
"5227",10.5,7,23,"Male","Other"
"5228",19.25,12,62,"Female","English"
"5229",NA,9,64,"Male","English"
"5230",8.6,9,53,"Female","English"
"5231",NA,11.5,35,"Female","English"
"5232",19.83,9,44,"Male","French"
"5233",10,8,54,"Male","English"
"5234",6.7,13.5,45,"Female","English"
"5235",6.78,12,27,"Male","English"
"5236",13,11,38,"Male","French"
"5237",14.5,13.3,31,"Female","English"
"5238",25,16,28,"Male","English"
"5239",22,18,36,"Female","English"
"5240",8.23,15,22,"Male","English"
"5241",NA,10,16,"Female","English"
"5242",8.79,12.5,42,"Female","Other"
"5243",32.16,12,38,"Male","English"
"5244",23.26,20,36,"Female","English"
"5245",5.33,16,49,"Female","English"
"5246",NA,17,69,"Female","English"
"5247",23.76,14,50,"Male","English"
"5248",9.23,NA,40,"Female","Other"
"5249",10.92,15,35,"Female","English"
"5250",NA,10,52,"Male","Other"
"5251",NA,10,69,"Female","English"
"5252",23.76,13,25,"Male","English"
"5253",NA,12,69,"Female","English"
"5254",NA,11,17,"Male","English"
"5255",NA,6,88,"Male","English"
"5256",13.21,9,27,"Male","English"
"5257",15.1,10.5,47,"Male","English"
"5258",NA,8,66,"Female","Other"
"5259",27.14,18,47,"Male","English"
"5260",23.16,17.5,44,"Male","English"
"5261",23.07,13,39,"Male","English"
"5262",10.08,13,37,"Female","English"
"5263",NA,12,28,"Female","English"
