Event_id,cause_of_death,dataset,date,quarter,Date-month,Year,dead,dead_and_missing,description,latitude,location,longitude,latlong,missing,name,route,source,source_url
34848,,Del grande,2007-06-04T00:00:00Z,2Q2007,2007 -- 6,2007,0,28,"Sinks along the Algerian coast, on the border with Tunisia, boat to Sardinia. 8 bodies recovered and 20 missing (Jun 5, 2007)",36.81881,tunis,10.16596,"36.81881, 10.16596",0,"Event at Tunis on Jun 04, 2007",Central Mediteranean route,Reuters,http://africa.reuters.com/country/DZ/news/usnBAN539517.html
34849,,Del grande,2007-05-31T00:00:00Z,2Q2007,2007 -- 5,2007,0,21,"The French naval vessel ""La Motte Picquet"" retrieves 120 miles south of Malta, the bodies of 21 men drowned (Jun 1, 2007)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on May 31, 2007",Central Mediteranean route,Repubblica,http://www.repubblica.it/2007/05/sezioni/cronaca/barcone-scomparso/recuperati-cadaveri/recuperati-cadaveri.html
34850,,Del grande,2007-05-30T00:00:00Z,2Q2007,2007 -- 5,2007,0,8,"Lost at sea for the past three weeks, 8 young Moroccans Azilal sail south of the Canary Islands Boujdour (May 31, 2007)",26.133333,boujdour,-14.466667,"26.133333, -14.466667",0,"Event at Boujdour on May 30, 2007",Western African route,Alter Forum,http://fortresseurope.blogspot.com/
34851,Frozen,United,2007-05-28T00:00:00Z,2Q2007,2007 -- 5,2007,0,1,"died of hypothermia in hospital (TN), found in a boat drifting 15 miles off Tunisian Coast (May 28, 2007)",36.81881,tunis,10.16596,"36.81881, 10.16596",0,"Event at Tunis on May 28, 2007",Central Mediteranean route,NOB,
34853,,United,2007-05-21T00:00:00Z,2Q2007,2007 -- 5,2007,0,3,"died bodies found aboard a boat adrift off Lompoul (Senegal) in direction to Spain  (May 21, 2007)",14.497401,senegal,-14.452362,"14.497401, -14.452362",0,"Event at Senegal on May 21, 2007",Western African route,FE/TySp/Aps,
34852,,Del grande,2007-05-21T00:00:00Z,2Q2007,2007 -- 5,2007,0,3,"Lompoul rescued in a canoe adrift. On board 3 deaths and only 2 survivors. Unspecified number of missing, probably tens (May 22, 2007)",14.497401,Senegal,-14.452362,"14.497401, -14.452362",0,"Event at Senegal on May 21, 2007",Western African route,Aps,http://www.aps.sn/articles.php?id_article=31086
34854,Drowned,United,2007-05-21T00:00:00Z,2Q2007,2007 -- 5,2007,0,1,"reportedly missing after a boat sank next to Malta coast (May 21, 2007). From Del Grande's data set (translated): Capsizes boat rescued 75 miles south of Malta, 1 missing (May 21, 2007)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on May 21, 2007",Central Mediteranean route,ANSA/LS,http://www.ansa.it/
34855,,United,2007-05-20T00:00:00Z,2Q2007,2007 -- 5,2007,0,57,"drowned between M and LY, Malta authorities alerted by a plane sent aid too late (May 20, 2007). From Del Grande's data set (translated): Boat intercepted 88 miles south of Malta. But at the back of the plane - in Valletta to load the fuel - the boat sank. 57 lost at sea, including 6 children (May 22, 2007)",35.89779,valletta,14.514106,"35.89779, 14.514106",0,"Event at Valletta on May 20, 2007",Central Mediteranean route,FE/LR/BBC/EB/Reu./LS/ANSA/MNS/Indipendent/MM/UNHCR,http://www.repubblica.it/2005/b/rubriche/glialtrinoi/miracolo/miracolo.html
34856,,Del grande,2007-05-19T00:00:00Z,2Q2007,2007 -- 5,2007,0,2,"Boat rescued 45 miles off Lampedusa, the survivors speak of 2 dead abandoned at sea (May 20, 2007)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on May 19, 2007",Central Mediteranean route,Ansa,http://www.tgcom.mediaset.it/cronaca/articoli/articolo362662.shtml
34857,Suicide - put on fire,United,2007-05-18T00:00:00Z,2Q2007,2007 -- 5,2007,0,1,"suicide, failed asylum seeker set himself on fire in James Brindley Close (GB) (May 18, 2007)",53.018822,"James Brindley Close, uk",-2.189053,"53.018822, -2.189053",0,"Event at James Brindley Close, Uk on May 18, 2007",,Se/IRR,
34858,Drowned,United,2007-05-17T00:00:00Z,2Q2007,2007 -- 5,2007,0,28,"28 people are missing after their boat sank next to Malta coast sailing from LY to I (May 17, 2007). From Del Grande's data set (translated): Boat capsizes 75 miles off the coast of Malta, 28 missing, including 3 children (May 18, 2007)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on May 17, 2007",Central Mediteranean route,Reu./FE/TimesM/ANSA/MNS,http://www.timesofmalta.com/core/article.php?id=262033
34859,,Del grande,2007-05-10T00:00:00Z,2Q2007,2007 -- 5,2007,0,13,"Sinking a boat party from Nador and direct in Andalusia, Spain, 13 dead (May 11, 2007)",37.544271,andalusia,-4.727753,"37.544271, -4.727753",0,"Event at Andalusia on May 10, 2007",Western Mediteranean route,Le Journal,http://www.bladi.net/12711-maroc-immigration-clandestine.html
34861,Drowned,United,2007-05-06T00:00:00Z,2Q2007,2007 -- 5,2007,0,20,"drowned, motor of the boat broke and sank off Ben Guerdne (LY) on way to Lampedusa (I) (May 6, 2007)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on May 06, 2007",Central Mediteranean route,NOB/REU,
34860,,Del grande,2007-05-06T00:00:00Z,2Q2007,2007 -- 5,2007,0,1,"Rescue off the coast of Palermo, raft drifting for ten days. Died of dehydration one of 4 passengers (May 7, 2007)",38.115688,palermo,13.361267,"38.115688, 13.361267",0,"Event at Palermo on May 06, 2007",Central Mediteranean route,Italpress,http://www.meltingpot.org/articolo10455.html
34862,,United,2007-05-05T00:00:00Z,2Q2007,2007 -- 5,2007,0,2,"bodies found among passengers on a boat near to Mogan harbour in Canary Island (E) (May 5, 2007)",28.291564,canary,-16.62913,"28.291564, -16.62913",0,"Event at Canary on May 05, 2007",Western African route,FE/MUGAK/Diario de Noticias/Can7/EP,
34863,Drowned,United,2007-05-05T00:00:00Z,2Q2007,2007 -- 5,2007,0,28,"drowned, 8 found, 20 missing between Tunisa and Algeria trying to reach Sardinia (I)  (May 5, 2007)",36.81881,tunis,10.16596,"36.81881, 10.16596",0,"Event at Tunis on May 05, 2007",Central Mediteranean route,Reu./FE/Diario de Noticias,
34864,Starvation,United,2007-04-29T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"died of hypothermia and dehydratation after journey from Africa to Gran Canaria (E) (Apr 29, 2007). From Del Grande's data set (translated): One of the migrants rescued the day before, 60 miles off the coast of Gran Canaria, Las Palmas Insular dies in the hospital, where he was hospitalized in critical condition with hypothermia and dehydration to 8 traveling companions (Apr 30, 2007)",28.291564,canaria,-16.62913,"28.291564, -16.62913",0,"Event at Canaria on Apr 29, 2007",Western African route,ELM/EP,http://www.elpais.com/articulo/espana/Fallece/inmigrantes/evacuados/patera/Gran/Canaria/elpepuesp/20070430elpepunac_3/Tes
34865,,United,2007-04-27T00:00:00Z,2Q2007,2007 -- 4,2007,0,3,"found dead on board a boat that sailed from Mauritania to Gran Canaria (E) (Apr 27, 2007). From Del Grande's data set (translated): Landing in the Canary Islands, Gran Canaria, 3 deaths on board (Apr 28, 2007)",28.291564,canary,-16.62913,"28.291564, -16.62913",0,"Event at Canary on Apr 27, 2007",Western African route,EP/FE/CadSER,http://www.elpais.com/articulo/espana/nino/ano/medio/logra/sobrevivir/tragica/travesia/cayuco/elpepuesp/20070429elpepinac_15/Tes
34866,Drowned,United,2007-04-26T00:00:00Z,2Q2007,2007 -- 4,2007,0,3,"1 drowned, 2 missing after smugglers throw them in sea next to Leros (GR) (Apr 26, 2007). From Del Grande's data set (translated): Forced by the guides to jump into the sea near the coast of the island of Leros. Drown a 15 year old girl. Missing a man and a child of a year and a half (Apr 27, 2007)",37.140914,leros,26.848843,"37.140914, 26.848843",0,"Event at Leros on Apr 26, 2007",Eastern Mediteranean route Sea,KI/FE,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=82895
34868,,United,2007-04-24T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"found dead on a boat that reached Tenerife  (Apr 24, 2007). From Del Grande's data set (translated): Landing in the Canary Islands, Tenerife, 2 dead on board (Apr 26, 2007)",28.291564,tenerife,-16.62913,"28.291564, -16.62913",0,"Event at Tenerife on Apr 24, 2007",Western African route,ELM/EP/EXP,http://www.elpais.com/articulo/espana/inmigrantes/subsaharianos/mueren/cayuco/llegar/Tenerife/elpepuesp/20070426elpepunac_2/Tes
34867,,United,2007-04-24T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"died in Archile s beach in Tenerife (E) after the travel from sub-saharan Africa  (Apr 24, 2007)",28.291564,tenerife,-16.62913,"28.291564, -16.62913",0,"Event at Tenerife on Apr 24, 2007",Western African route,ELM/EP/EXP,
34871,Drowned,United,2007-04-22T00:00:00Z,2Q2007,2007 -- 4,2007,0,132,"drowned, shipwreck off Morocco coasts, they were all from the Kolda area (Senegal) (Apr 22, 2007)",12.89952,kolda,-14.94427,"12.89952, -14.94427",0,"Event at Kolda on Apr 22, 2007",Western African route,book:LosInvisiblesDeKolda/Mugak/ELM/FE,
34870,Drowned,United,2007-04-22T00:00:00Z,2Q2007,2007 -- 4,2007,0,28,"drowned, shipwreck off Morocco coasts, he was from the Kolda area (Senegal) (Apr 22, 2007)",12.89952,kolda,-14.94427,"12.89952, -14.94427",0,"Event at Kolda on Apr 22, 2007",Western African route,book:LosInvisiblesDeKolda/Mugak/ELM/FE,
34872,,United,2007-04-22T00:00:00Z,2Q2007,2007 -- 4,2007,0,12,"reportedly 11 bodies thrown at sea, 1 found on boat rescued next to Mauritanian coast (Apr 22, 2007). From Del Grande's data set (translated): Rescued canoe adrift off the coast of Nouadhibou, 2 dead and 11 missing on board, the other 13 passengers hospitalized in Dakar, 6 in very serious condition (Apr 23, 2007)",20.942518,"Nouadhibou, Mauritania",-17.036227,"20.942518, -17.036227",0,"Event at Nouadhibou, Mauritania on Apr 22, 2007",Western African route,EXP/EP/jW,http://www.elpais.com/articulo/espana/Senegal/acepta/desembarco/89/inmigrantes/rescatados/frente/Mauritania/elpepuesp/20070425elpepunac_1/Tes
34869,,United,2007-04-22T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"died after rescue operations in Mauritanian sea on board a boat from Africa to Spain (Apr 22, 2007)",21.00789,mauritania,-10.940835,"21.00789, -10.940835",0,"Event at Mauritania on Apr 22, 2007",Western African route,EP/EXP/jW/ELM,
34873,Drowned,United,2007-04-21T00:00:00Z,2Q2007,2007 -- 4,2007,0,3,"2 found, 1 missing; boat capsized during rescue operation of Armed Forces of Malta (Apr 21, 2007)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on Apr 21, 2007",Central Mediteranean route,MNS,
34874,Drowned,United,2007-04-20T00:00:00Z,2Q2007,2007 -- 4,2007,0,2,"drowned before their boat was rescued off Annaba (Algeria) on the way to Sardinia (I) (Apr 20, 2007). From Del Grande's data set (translated): Found boat drifting along the routes to Sardinia, off the coast of Annaba. 2 of missing passengers drowned before the arrival of the rescue (Apr 21, 2007)",36.902859,annaba,7.755543,"36.902859, 7.755543",0,"Event at Annaba on Apr 20, 2007",Central Mediteranean route,FE/LaN/ElW,http://www.elwatan.com/spip.php?page=article&id_article=66494
34875,,United,2007-04-15T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"died of sudden infant death syndrome during an inmigration swoop in Aubervilliers, Paris (F) (Apr 15, 2007)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Apr 15, 2007",,IRR/REF/Lib√àration,
34877,,United,2007-04-11T00:00:00Z,2Q2007,2007 -- 4,2007,0,10,"drowned, 2 found, 8 missing, boat collided with French police ship near Mayotte Isl. (F) (Apr 11, 2007)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Apr 11, 2007",,Le Monde/NOB,
34878,,United,2007-04-11T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"found on board of vessel that landed on Los Cristianos de Tenerife (E) with 51 survivors (Apr 11, 2007)",28.291564,tenerife,-16.62913,"28.291564, -16.62913",0,"Event at Tenerife on Apr 11, 2007",Western African route,MUGAK/EP/NOB,
34876,,United,2007-04-11T00:00:00Z,2Q2007,2007 -- 4,2007,0,2,"body found on vessel that landed on Los Cristianos de Tenerife (E) with 37 survivors (Apr 11, 2007)",28.291564,tenerife,-16.62913,"28.291564, -16.62913",0,"Event at Tenerife on Apr 11, 2007",Western African route,MUGAK/EP/ABC/Diario de Noticias/NOB,
34879,,United,2007-04-09T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"fell from the 7th floor running away from Police check in Amsterdam (NL) (Apr 9, 2007)",52.370216,amsterdam,4.895168,"52.370216, 4.895168",0,"Event at Amsterdam on Apr 09, 2007",,Karawane,
34880,Drowned,United,2007-04-08T00:00:00Z,2Q2007,2007 -- 4,2007,0,19,"4 drowned, 15 missing, shipwreck near l Ile d Anjouan, trying to reach Mayotte Isl. (F) (Apr 8, 2007)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Apr 08, 2007",,JA,
34881,Drowned,United,2007-04-07T00:00:00Z,2Q2007,2007 -- 4,2007,0,1,"drowned, boat carrying other 12 immigrants capsized near Samos Island (GR) (Apr 7, 2007)",37.743215,samos,26.820351,"37.743215, 26.820351",0,"Event at Samos on Apr 07, 2007",Eastern Mediteranean route Sea,NOB/PressTv,
34882,,United,2007-04-06T00:00:00Z,2Q2007,2007 -- 4,2007,0,2,"bodies found on a boat that reached Cristianos harbour, Canary Islands (E)  (Apr 6, 2007)",28.291564,canary,-16.62913,"28.291564, -16.62913",0,"Event at Canary on Apr 06, 2007",Western African route,EP/EFE,
34883,,Del grande,2007-04-04T00:00:00Z,2Q2007,2007 -- 4,2007,0,2,"Rescued in Laayoune boat adrift, abandoned at sea the bodies of two passengers killed during eight days of sailing from Nouadhibou (Apr 5, 2007)",27.153611,laayoun,-13.203333,"27.153611, -13.203333",0,"Event at Laayoun on Apr 04, 2007",Western African route,Alter Forum,http://fortresseurope.blogspot.com/
34884,,Del grande,2007-04-03T00:00:00Z,2Q2007,2007 -- 4,2007,0,2,"Four young people fall into the water from a boat during rescue operations in Malaga, 1 dead and 1 missing (Apr 4, 2007)",36.721261,malaga,-4.421266,"36.721261, -4.421266",0,"Event at Malaga on Apr 03, 2007",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Fallece/inmigrante/ser/rescatado/Salvamento/Maritimo/elpepuesp/20070404elpepunac_7/Tes
34885,Frozen,United,2007-03-26T00:00:00Z,1Q2007,2007 -- 3,2007,0,7,"frozen to death after sneaking across Turkish-Iranian border trying to reach Europe (Mar 26, 2007). From Del Grande's data set (translated): Found the bodies of seven young people dead frozen to death trying to walk across the mountains of the province of Van, bordering Iran (Mar 28, 2007)",32.427908,iran,53.688046,"32.427908, 53.688046",0,"Event at Iran on Mar 26, 2007",,TDN/FE/TodZam,http://www.turkishdailynews.com.tr/article.php?enewsid=69266
34886,,Del grande,2007-03-25T00:00:00Z,1Q2007,2007 -- 3,2007,0,1,"Lampedusa, a small boat crashed into a rock wall at old, a dispersed (Mar 26, 2007)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Mar 25, 2007",Central Mediteranean route,LUnit,http://www.unita.it/view.asp?idContent=64660
34887,Suicide - put on fire,United,2007-03-17T00:00:00Z,1Q2007,2007 -- 3,2007,0,1,"suicide, put himself alight in fear of deportation from Glasgow (GB) (Mar 17, 2007)",55.864237,glasgow,-4.251806,"55.864237, -4.251806",0,"Event at Glasgow on Mar 17, 2007",,BBC/icS/EveningTimes/INDgb/Independent/TheHerald/SC/HimalayanTimes/IRR,
34888,,United,2007-03-16T00:00:00Z,1Q2007,2007 -- 3,2007,0,11,"7 people washed ashore, 4 missing, bodies found in Samos (GR) they left from Turkey (Mar 16, 2007). From Del Grande's data set (translated): Sinking a boat heading to the island of Samos, recovered seven bodies, including that of a child, 4 missing (Mar 17, 2007)",37.743215,samos,26.820351,"37.743215, 26.820351",0,"Event at Samos on Mar 16, 2007",Eastern Mediteranean route Sea,FE/KI/DPA,http://www.ekathimerini.com/4dcgi/_w_articles_politics_100012_19/03/2007_81374
34889,Suicide - Hanged,United,2007-03-16T00:00:00Z,1Q2007,2007 -- 3,2007,0,1,"suicide, hanged in Bucarest airport (RO) after his deportation from Germany (Mar 16, 2007)",44.502292,Bucarest airport,26.101538,"44.502292, 26.101538",0,"Event at Bucarest Airport on Mar 16, 2007",,WSWS/DPA/IRR,
34890,Drowned,United,2007-03-11T00:00:00Z,1Q2007,2007 -- 3,2007,0,10,"drowned, 9 found, 1missing, boat collided with Dutch cargoship during rescue operation (I) (Mar 11, 2007)",36.146155,Algeria to Spain,-1.494141,"36.146155, -1.494141",0,"Event at Algeria To Spain on Mar 11, 2007",Western Mediteranean route,MNS/VK/NOB,
34891,,Del grande,2007-03-07T00:00:00Z,1Q2007,2007 -- 3,2007,0,4,"Rescued a boat off the coast of Tenerife, in the Canary Islands. On board the bodies of three men who died after a week of sailing. Another man died during the journey, the body was thrown into the sea (Mar 8, 2007)",28.291564,tenerife,-16.62913,"28.291564, -16.62913",0,"Event at Tenerife on Mar 07, 2007",Western African route,El Pais,http://www.elpais.com/articulo/espana/Chalecos/suerte/elpepuesp/20070310elpepinac_23/Tes
34892,Frozen,United,2007-03-03T00:00:00Z,1Q2007,2007 -- 3,2007,0,2,"one missing, one death by hypothermia in hospital after found in boat near to Malaga (E) (Mar 3, 2007)",36.721261,malaga,-4.421266,"36.721261, -4.421266",0,"Event at Malaga on Mar 03, 2007",Western Mediteranean route,EP,
34893,,Del grande,2007-02-20T00:00:00Z,1Q2007,2007 -- 2,2007,0,1,"He died of kidney failure a man deported in the city of Oujda, on the border with Algeria (Feb 21, 2007)",34.686667,oujda,-1.911389,"34.686667, -1.911389",0,"Event at Oujda on Feb 20, 2007",Western Mediteranean route,Mountada Rihab,http://www2.blogger.com/
34894,,United,2007-02-20T00:00:00Z,1Q2007,2007 -- 2,2007,0,19,"reportedly missing, thrown over dinghy from LY to Sicily (I), death cause unclear   (Feb 20, 2007). From Del Grande's data set (translated): Rescue boat adrift off the coast of Lampedusa drifting to 5 days. 19 of the passengers died of starvation during the journey and their bodies thrown into the sea (Feb 21, 2007)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Feb 20, 2007",Central Mediteranean route,NYtimes/QNE/deleteTB/PICUM,http://www.lernesto.it/index.aspx?m=77&f=2&IDArticolo=14303
34895,Drowned,United,2007-02-15T00:00:00Z,1Q2007,2007 -- 2,2007,0,24,"drowned, 4 found, 20 missing, boat sank near Samos Islands (GR), way from TR to GR (Feb 15, 2007). From Del Grande's data set (translated): Shipwreck off the coast of the island of Samos. Recovered the bodies of drowned 5, including 2 women. At least 20 missing (Feb 17, 2007)",37.743215,samos,26.820351,"37.743215, 26.820351",0,"Event at Samos on Feb 15, 2007",Eastern Mediteranean route Sea,Khaleej/PR/IntHeraldTribune/MNS/PR/IntHeraldTribune/AOL/PICUM/MNS,http://www.ekathimerini.com/4dcgi/_w_articles_politics_100019_20/02/2007_80289
